target,message,is_spam,num_chars_before_preprocess,len_message_before_preprocess,len_word,message_clean
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,0,154,29,5,he s really into skateboard now despite the fact that he gets throw off of it and wind up with bandage and shit all over his arm every five minute
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL",1,128,20,6,you can further club tone by reply mix see mytonecomenjoy html for term club tone cost gbp450week mfl
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,0,98,19,5,my house here e sky quite dark liao if rain then get excuse not 2 run already rite hee
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",0,107,21,5,sorry leave phone upstairs ok might be hectic but would be all my bird with one fall swoop its date
ham,* Thought I didn't see you.,0,27,6,4,think do not see you
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,1,156,25,6,wamma get laidwant real doggin location direct to your mobile join the uks large dogging network txt dog to 69696 nownyt ec2a 3lp å150msg
ham,Carlos says we can pick up from him later so yeah we're set,0,59,13,4,carlos say we can pick up from he later so yeah be set
ham,"Hey babe, my friend had to cancel, still up for a visit ?",0,57,13,4,hey babe my friend have to cancel still up for visit
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,136,22,6,per your request maangalyam alaipayuthe have be set your callertune for all caller press 9 to copy your friend callertune
ham,Hmm ill have to think about it... ok you're forgiven! =D,0,56,11,5,hmm ill have to think about it ok you re forgive d
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?",0,77,16,4,we be hope to get away by 7 from langport you still up for town tonight
ham,Want to send me a virtual hug?... I need one,0,44,10,4,want to send virtual hug need one
ham,"Probably not, still going over some stuff here",0,46,8,5,probably not still go over some stuff here
ham,It has issues right now. Ill fix for her by tomorrow.,0,53,11,4,it have issue right now ill fix for she by tomorrow
ham,Why i come in between you people,0,32,7,4,why come in between you people
ham,Senthil group company Apnt 5pm.,0,31,5,6,senthil group company apnt 5 pm
ham,Oh really?? Did you make it on air? What's your talent?,0,55,11,5,oh really do you make it air what s your talent
ham,Studying. But i.ll be free next weekend.,0,40,7,5,study but ill be free next weekend
ham,R u here yet? I'm wearing blue shirt n black pants.,0,51,11,4,r u here yet m wear blue shirt n black pant
ham,Wait.i will come out.. &lt;#&gt;  min:),0,39,6,6,waiti will come out ltgt   min
ham,I will reach ur home in  &lt;#&gt;  minutes,0,43,8,5,will reach ur home in   ltgt   minute
ham,Well then you have a great weekend!,0,35,7,5,well then you have great weekend
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",0,133,27,4,what be you do in langport sorry but ill probably be in bed by 9 pm it suck be ill at xma when do you and go2sri lanka
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear..""",0,160,27,5,frnd s not juz wordnot merely relationshipit silent promise which say    will be with you   wherevr whenevr forevr gudnyt dear
ham,Huh? 6 also cannot? Then only how many mistakes?,0,48,9,5,huh 6 also can not then only how many mistake
ham,Ha... U jus ate honey ar? So sweet...,0,37,8,4,u jus eat honey ar so sweet
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,0,169,35,4,m turn off my phone my mom tell everyone have cancer and my sister will not call it hurt to talk can not put up with it see u when u get home love u
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",0,135,30,4,honey   sweetheart   darle   sexy bun   sugar plum   loverboy   miss you boytoy   smack your ass do you go to the gym too
ham,Thanks for loving me so. You rock,0,33,7,4,thank for love so you rock
ham,Yeah imma come over cause jay wants to do some drugs,0,52,11,4,yeah imma come over cause jay want to do some drug
ham,Ok thanx... Take care then...,0,29,5,5,ok thanx take care then
ham,Yup. Thk of u oso boring wat.,0,29,7,4,yup thk of u oso boring wat
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",0,103,23,4,come to look at the flat seem ok in his 50   be away alot wiv work get woman come at 630 too
ham,Moji just informed me that you saved our lives. Thanks.,0,55,10,5,moji just inform that you save our life thank
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,150,28,5,you have win nokia 7250i this be what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422land roww1jhl 16
ham,Whos this am in class:-),0,24,5,4,who s this am in class
ham,Hey r Ì_ still online? I've finished the formatting...,0,54,9,6,hey r ì still online ve finish the formatting
ham,Great! So what attracts you to the brothas?,0,43,8,5,great so what attract you to the brotha
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,1,179,27,6,promotion number 8714714   ur award city break and could win å200 summer shopping spree every wk txt store to 88039   skilgme tscs087147403231winawkage16 å150perwksub
ham,Stupid.its not possible,0,23,3,7,stupidit not
ham,I cant pick the phone right now. Pls send a message,0,51,11,4,can not pick the phone right now pls send message
ham,LOL what happens in Vegas stays in vegas,0,40,8,5,lol what happen in vegas stay in vegas
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!",0,155,32,4,hello hello lou sorry it take so long 2 reply leave mobile at friend in lancaster just get it bak neway m sorry couldnåõt make ur båõday 2 hun
ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,0,83,20,4,when do use soc use it only at home ìï dunno how 2 type it in word ar
ham,Dad says hurry the hell up,0,26,6,4,dad say hurry the hell up
ham,Wake me up at  &lt;#&gt;  am morning:),0,38,7,5,wake up at   ltgt   am morning
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",0,82,16,5,get out of class in bsn in like   ltgt   minute you know where advising be
ham,Great! I shoot big loads so get ready!,0,38,8,4,great shoot big load so get ready
ham,I'll meet you in the lobby,0,26,6,4,ill meet you in the lobby
ham,You still coming tonight?,0,25,4,6,you still come tonight
ham,What happen dear tell me,0,24,5,4,what happen dear tell
ham,"Sir, i am waiting for your call, once free please call me.",0,58,12,4,sir be wait for your call once free please call
ham,No i am not having not any movies in my laptop,0,46,11,4,no be not have not any movie in my laptop
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,0,90,19,4,be about to do it when texte finish long time ago and shower and erythe
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,0,128,27,4,ok m not sure what time finish tomorrow but wanna spend the evening with you cos that would be vewy vewy lubly love xxx
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",0,70,12,5,hello per request from   ltgt   rs5 have be transfer to you
ham,I am in tirupur.  call you da.,0,30,7,4,be in tirupur   call you
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,1,159,28,5,you be winner you have be specially select to receive å1000 cash å2000 award speak to live operator to claim call 087147123779am7pm cost 10p
ham,S:)but he had some luck.2 catches put down:),0,44,8,5,sbut he have some luck2 catch put down
ham,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,0,69,14,4,how noe do ì specify domain nusstu ìï still in sch
ham,Oh...i asked for fun. Haha...take care. Ì_,0,42,7,6,ohi ask for fun hahatake care ì
ham,Shall i get my pouch?,0,21,5,4,shall get my pouch
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,0,158,38,4,hey loverboy love you   have to tell   look at your picture and ache to feel you between my leg   fuck want you   need you   crave you
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",0,127,27,4,how be my boy no sweet word leave for this morning   sigh   how go you day my love   do you start your study
ham,Kent vale lor... ÌÏ wait 4 me there ar?,0,39,9,4,kent vale lor ìï wait 4 there ar
ham,Ok. Very good. Its all about making that money.,0,47,9,5,ok very good its all about make that money
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),0,65,10,6,read gud habit nan bari hudgi yorge pataistha ertini kano
ham,Aight do you still want to get money,0,36,8,4,aight do you still want to get money
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1,114,16,7,free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870
ham,Ok.ok ok..then..whats ur todays plan,0,36,5,7,okok okthenwhat ur today plan
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT,0,37,8,4,be you in town this be v important
ham,"Sorry pa, i dont knw who ru pa?",0,31,8,3,sorry pa do not knw who ru pa
ham,Wat u doing there?,0,18,4,4,wat u do there
ham,If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.,0,86,20,4,if not meet ì all rite then ill go home lor if ì dun feel like comin its ok
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",0,159,31,5,oh will get pay the most outstanding one be for commercial do for hasbroin august they make we jump through so many hoop to get pay still not
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",0,92,12,7,be lateso call you tomorrow morningtake care sweet dreamsu and meummifyingbye
ham,Networking technical support associate.,0,39,4,9,network technical support associate
ham,I'm gonna rip out my uterus.,0,28,6,4,m go rip out my uterus
